"Label","LarvalID","CollectionEvent","RackNo","Species","LarvaePhoto","LarvaEthanolLength","LarvaLength","KnownAge","CollectedBy","Calculated.Age","Delta13C","Delta15N","CNRatio","BodyWeight","SourceLarvae","LarvalRecords.PlateID","LarvalRecords.Row","LarvalRecords.Column","LarvalRecords.NestID","LarvalRecords.Comments","LarvalRecords.CreatedDate","LarvalOtoliths.LarvaID","OtolithCount","Otolith1Length","Otolith1Width","Otolith1Photo","PatsLength","Ratio1","Otolith1Rings","Otolith2Length","Otolith2Width","Otolith2Photo","Ratio2","Otolith2Rings","AblationSlide","AblationSlideColumn","AblationSlideRow","AblationCentralityScore","MeanOtolithLength","OLEstimateAge","MeanDailyIncrements","LarvalOtoliths.Comments","LarvalOtoliths.CreatedDate","Larva.Collection.ID","Set.Date","Net","Set.Time","Set.Flow.Rotor.Count","Set.30.Seconds.Count","Set.Rotor.Delta","Water.Temperature.on.Set","Water.Temperature.on.Pull","Pull.Time","Pull.Flow.Rotor.Count","Pull.30.sec.Rotor.Count","Pull.Rotor.Delta","Larva.Collection.Comments","Examined","Larvae.Found","Cod.Confirmed","Larvae.Comments","Weather","cSettime","cPulltime","Soak.Time","Pull.Date","Larva.Collection.Source","Depth..m.","Total.Rotor.Delta","Delta.per.Hour","Average.set.and.pull.30.sec.delta","Av.rotor.if.over.whole.soak.time","Maccullochella.larvae","Perca.larvae","Cyprinus.larvae","Other.species","Location","SoakHours","OrigTotalRotor","YearOnly","Day.of.Year","Larva.Collection.CreatedDate","SiteName","ACFlowAndWQ.ID","Datetime","ACFlowAndWQ.Station","DischargeMean","WaterTempMean","pH.Instantaneous","TurbidityMean","DOInstantaneous","Sites.ID","RiverName","RiverSystemPart","Segment","Site.Name","Latitude","Longitude","GPS.Coordinates","new.Latitude","new.Longitude","X","Y","Elevation..m..from.DEM","Distance.from.source..m.","Distance.to.Angle.Crossing..m.","Distance_old","Sites.Source","AKA","Type","Slope","Width","Depth","Description","Fishing.Access","Seg","GoTName","TwoPartName","TwoPartGoTName","ThreePartName","ThreePartGoTName","Field0","Genetics.ID","Genetics.LarvaID","Genetics.PlateID","Genetics.Row","Genetics.Column","raceCladeName","raceCladeNumber","CladeName","cladeNumber","cladeGoTName","Genetics.NestID","NestGoTName","Sibling","Genetics.Comments","Genetics.CreatedDate","ageOL","hatchdoy","incTime","spawn"
"K20131113-230","230","805","D3","M. peelii","C:\DBImages\Larva\230.tif","11.912","12.355126","19","Alan Couch","NA","-25.19","18.33","3.27","0.56","Wild caught Murrumbidgee","2013A","D"," 3","NA","","10-Feb-14","230"," 2","330","240","C:\DBImages\O1\O1_0230.jpg","330","1.38","NA","320","245","C:\DBImages\O2\O2D_0035.jpg","1.31","NA","D"," 8","C"," NA","325.0","19.26","  NA","Kyne 318um","10-Feb-14","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","   NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :("," TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13",""," NA","    NA","        NA","   NA","     NA","136","NA","NA","NA","","24.00000","     NA","2013","317","20-Nov-13","Kambah Pool"," 971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618","  7.301"," 96.453","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","18.5317","298.4683","10.014008","288.4543"
"K20131113-231","231","805","D2","M. peelii","C:\DBImages\Larva\231.tif","11.641","12.074045","NA","Alan Couch","NA","-25.15","18.34","3.24","0.64","Wild caught Murrumbidgee","2013A","D"," 2","NA","","10-Feb-14","231"," 2","320","250","C:\DBImages\O1\O1_0231.jpg","330","1.28"," 9","320","230","C:\DBImages\O2\O2D_0036.jpg","1.39","NA","D"," 9","C"," NA","320.0","18.96"," 9.0","","10-Feb-14","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","   NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :("," TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13",""," NA","    NA","        NA","   NA","     NA","136","NA","NA","NA","","24.00000","     NA","2013","317","20-Nov-13","Kambah Pool"," 971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618","  7.301"," 96.453","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","18.3527","298.6473","10.014008","288.6333"
"K20131113-232","232","805","D1","M. peelii","C:\DBImages\Larva\232.tif","12.007","12.453660","18","Alan Couch","NA","-24.03","13.82","3.23","0.96","Wild caught Murrumbidgee","2013A","D"," 1","NA","","10-Feb-14","232"," 2","325","250","C:\DBImages\O1\O1_0232.jpg","320","1.30","NA","320","245","C:\DBImages\O2\O2D_0037.jpg","1.31"," 7","D","10","C"," NA","322.5","19.11","  NA","Kyne 327um - maybe 19","10-Feb-14","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","   NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :("," TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13",""," NA","    NA","        NA","   NA","     NA","136","NA","NA","NA","","24.00000","     NA","2013","317","20-Nov-13","Kambah Pool"," 971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618","  7.301"," 96.453","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","18.4422","298.5578","10.014008","288.5438"
"K20131113-233","233","805","E1","M. peelii","C:\DBImages\Larva\233.tif","11.487","11.914316","NA","Alan Couch","NA","-24.82","14.05","3.25","0.77","Wild caught Murrumbidgee","2013A","E"," 1","NA","","10-Feb-14","233"," 2","330","250","C:\DBImages\O1\O1_0233.jpg","320","1.32","16","335","250","C:\DBImages\O2\O2D_0038.jpg","1.34"," 8","D","11","C"," NA","332.5","19.70","12.0","","10-Feb-14","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","   NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :("," TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13",""," NA","    NA","        NA","   NA","     NA","136","NA","NA","NA","","24.00000","     NA","2013","317","20-Nov-13","Kambah Pool"," 971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618","  7.301"," 96.453","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","18.8002","298.1998","10.014008","288.1858"
"K20131113-234","234","805","E2","M. peelii","C:\DBImages\Larva\234.tif","11.488","11.915354","NA","Alan Couch","NA","-25.12","13.75","3.29","0.66","Wild caught Murrumbidgee","2013A","E"," 2","NA","","10-Feb-14","234"," 2","290","200","C:\DBImages\O1\O1_0234.jpg","290","1.45","NA","295","210","C:\DBImages\O2\O2D_0039.jpg","1.40"," 5","D","12","C"," NA","292.5","17.34","  NA","","10-Feb-14","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","   NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :("," TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13",""," NA","    NA","        NA","   NA","     NA","136","NA","NA","NA","","24.00000","     NA","2013","317","20-Nov-13","Kambah Pool"," 971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618","  7.301"," 96.453","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","17.3682","299.6318","10.014008","289.6178"
"K20131113-235","235","805","E3","M. peelii","C:\DBImages\Larva\235.tif","10.176","10.554547","NA","Alan Couch","NA","-25.38","13.42","3.32","0.63","Wild caught Murrumbidgee","2013A","E"," 3","NA","head partly decomposed.","10-Feb-14","235"," 1","345"," NA","C:\DBImages\O1\O1_0235.jpg"," NA","  NA","NA"," NA","235","C:\DBImages\O2\O2D_0040.jpg","  NA"," 9","D","13","C"," NA","345.0","20.44","  NA","head partly decomposed. Not sure why it is a blank photo on oto #1. Check slides. I have a feling Jolene got out-of-sync from this point for a while.","10-Feb-14","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","   NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :("," TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13",""," NA","    NA","        NA","   NA","     NA","136","NA","NA","NA","","24.00000","     NA","2013","317","20-Nov-13","Kambah Pool"," 971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618","  7.301"," 96.453","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","19.2477","297.7523","10.014008","287.7383"
"K20131113-236","236","805","E4","M. peelii","C:\DBImages\Larva\236.tif","11.586","12.016999","NA","Alan Couch","NA","-25.18","13.84","3.23","0.79","Wild caught Murrumbidgee","2013A","E"," 4","NA","","10-Feb-14","236"," 2","325","250","C:\DBImages\O1\O1_0236.jpg","320","1.30","NA","310","245","C:\DBImages\O2\O2D_0041.jpg","1.27","NA","D","14","C"," NA","317.5","18.82","  NA","","10-Feb-14","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","   NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :("," TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13",""," NA","    NA","        NA","   NA","     NA","136","NA","NA","NA","","24.00000","     NA","2013","317","20-Nov-13","Kambah Pool"," 971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618","  7.301"," 96.453","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","18.2632","298.7368","10.014008","288.7228"
"K20131113-237","237","805","E5","M. peelii","C:\DBImages\Larva\237.tif"," 9.914","10.282801","NA","Alan Couch","NA","-24.77","18.58","3.45","0.51","Wild caught Murrumbidgee","2013A","E"," 5","NA","","10-Feb-14","237"," 2","340","250","C:\DBImages\O1\O1_0237.jpg","340","1.36","NA","330"," NA","C:\DBImages\O2\O2D_0042.jpg","  NA","NA","D","15","C"," NA","335.0","19.85","  NA","","10-Feb-14","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","   NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :("," TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13",""," NA","    NA","        NA","   NA","     NA","136","NA","NA","NA","","24.00000","     NA","2013","317","20-Nov-13","Kambah Pool"," 971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618","  7.301"," 96.453","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","18.8897","298.1103","10.014008","288.0963"
"K20131113-238","238","805","E6","M. peelii","C:\DBImages\Larva\238.tif","10.725","11.123970","NA","Alan Couch","NA","-24.50","13.53","3.33","0.63","Wild caught Murrumbidgee","2013A","E"," 6","NA","","10-Feb-14","238"," 2","330","240","C:\DBImages\O1\O1_0238.jpg","320","1.38","NA","320","240","C:\DBImages\O2\NoImage.jpg","1.33","NA","D"," 1","D"," NA","325.0","19.26","  NA","","10-Feb-14","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","   NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :("," TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13",""," NA","    NA","        NA","   NA","     NA","136","NA","NA","NA","","24.00000","     NA","2013","317","20-Nov-13","Kambah Pool"," 971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618","  7.301"," 96.453","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","18.5317","298.4683","10.014008","288.4543"
"K20131113-239","239","805","E7","M. peelii","C:\DBImages\Larva\239.tif","11.611","12.042929","NA","Alan Couch","NA","-24.88","14.18","3.29","0.77","Wild caught Murrumbidgee","2013A","E"," 7","NA","","10-Feb-14","239"," 2","320","240","C:\DBImages\O1\O1_0239.jpg","330","1.33","10","330","235","C:\DBImages\O2\NoImage.jpg","1.40"," 9","D"," 2","D"," NA","325.0","19.26"," 9.5","","10-Feb-14","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","   NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :("," TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13",""," NA","    NA","        NA","   NA","     NA","136","NA","NA","NA","","24.00000","     NA","2013","317","20-Nov-13","Kambah Pool"," 971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618","  7.301"," 96.453","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","18.5317","298.4683","10.014008","288.4543"
"K20131113-240","240","805","E8","M. peelii","C:\DBImages\Larva\240.tif","12.178","12.631022","NA","Alan Couch","NA","-23.99","14.18","3.24","0.79","Wild caught Murrumbidgee","2013A","E"," 8","NA","","10-Feb-14","240"," 2","335","250","C:\DBImages\O1\O1_0240.jpg","350","1.34","13","335","220","C:\DBImages\O2\NoImage.jpg","1.52","NA","D"," 3","D"," NA","335.0","19.85","13.0","","10-Feb-14","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","   NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :("," TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13",""," NA","    NA","        NA","   NA","     NA","136","NA","NA","NA","","24.00000","     NA","2013","317","20-Nov-13","Kambah Pool"," 971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618","  7.301"," 96.453","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","18.8897","298.1103","10.014008","288.0963"
"K20131113-241","241","805","E9","M. peelii","C:\DBImages\Larva\241.tif","11.104","11.517069","NA","Alan Couch","NA","-25.08","18.59","3.27","0.80","Wild caught Murrumbidgee","2013A","E"," 9","NA","","10-Feb-14","241"," 2","315","240","C:\DBImages\O1\O1_0241.jpg","330","1.31","NA","330","235","C:\DBImages\O2\NoImage.jpg","1.40"," 6","D"," 4","D"," NA","322.5","19.11","  NA","","10-Feb-14","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","   NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :("," TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13",""," NA","    NA","        NA","   NA","     NA","136","NA","NA","NA","","24.00000","     NA","2013","317","20-Nov-13","Kambah Pool"," 971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618","  7.301"," 96.453","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","18.4422","298.5578","10.014008","288.5438"
"K20131113-242","242","806","E10","M. peelii","C:\DBImages\NoImage.jpg"," 9.495"," 9.848214","NA","Alan Couch","NA","-24.46","13.85","3.69","0.23","Wild caught Murrumbidgee","2013A","E","10","NA","","17-Jun-14","242"," 2","300","220","C:\DBImages\O1\O1_0242_1.jpg","300","1.36","NA","310","220","C:\DBImages\O2\NoImage.jpg","1.41"," 7","D"," 5","D"," NA","305.0","18.08","  NA","from 242-300 Pats length copied to Oto1length","20-Jun-14","806","13-Nov-13","Drift net 5","00-Jan-00","940031","941129","1098","18.3","   NA","00-Jan-00","     NA","     NA"," NA","Lost cod end, not pulled until 15th because of high flow"," TRUE"," TRUE"," TRUE","Yes some found about 5 despite losing cod end (in casurina needles)","","13/11/2013 17:04","14/11/2013 17:04","0:00","14-Nov-13",""," NA","    NA","        NA","   NA","     NA","  7","NA","NA","NA","","24.00000","     NA","2013","317","20-Nov-13","Kambah Pool"," 971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618","  7.301"," 96.453","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","17.8157","299.1843","10.014008","289.1703"
"K20131113-243","243","806","E11","F2 Hybrid","C:\DBImages\NoImage.jpg","11.359","11.781555","NA","Alan Couch","NA","-25.45"," 9.86","3.62","0.32","Wild caught Murrumbidgee","2013A","E","11","NA","","17-Jun-14","243"," 0"," NA"," NA","C:\DBImages\O1\NoImage.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\NoImage.jpg","  NA","NA","-","NA",""," NA","   NA","   NA","  NA","head decomposed","20-Jun-14","806","13-Nov-13","Drift net 5","00-Jan-00","940031","941129","1098","18.3","   NA","00-Jan-00","     NA","     NA"," NA","Lost cod end, not pulled until 15th because of high flow"," TRUE"," TRUE"," TRUE","Yes some found about 5 despite losing cod end (in casurina needles)","","13/11/2013 17:04","14/11/2013 17:04","0:00","14-Nov-13",""," NA","    NA","        NA","   NA","     NA","  7","NA","NA","NA","","24.00000","     NA","2013","317","20-Nov-13","Kambah Pool"," 971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618","  7.301"," 96.453","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA","10.014008","      NA"
"K20131113-244","244","806","E12","M. peelii","C:\DBImages\NoImage.jpg","10.177","10.555584","NA","Alan Couch","NA","-24.94","13.40","3.81","0.52","Wild caught Murrumbidgee","2013A","E","12","NA","","17-Jun-14","244"," 2","290","220","C:\DBImages\O1\O1_0244.jpg","290","1.32","NA","300","200","C:\DBImages\O2\NoImage.jpg","1.50"," 8","D"," 6","D"," NA","295.0","17.48","  NA","","20-Jun-14","806","13-Nov-13","Drift net 5","00-Jan-00","940031","941129","1098","18.3","   NA","00-Jan-00","     NA","     NA"," NA","Lost cod end, not pulled until 15th because of high flow"," TRUE"," TRUE"," TRUE","Yes some found about 5 despite losing cod end (in casurina needles)","","13/11/2013 17:04","14/11/2013 17:04","0:00","14-Nov-13",""," NA","    NA","        NA","   NA","     NA","  7","NA","NA","NA","","24.00000","     NA","2013","317","20-Nov-13","Kambah Pool"," 971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618","  7.301"," 96.453","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","17.4577","299.5423","10.014008","289.5283"
