Label,LarvalRecords.LarvaID,CollectionEvent,RackNo,Species,LarvaePhoto,LarvaEthanolLength,LarvaLength,KnownAge,CollectedBy,LarvalRecords.Comments,Calculated Age,Delta13C,Delta15N,CNRatio,BodyWeight,SourceLarvae,LarvalRecords.CreatedDate,LarvalRecords.PlateID,LarvalRecords.Row,LarvalRecords.Column,LarvalRecords.NestID,LarvalOtoliths.LarvaID,OtolithCount,Otolith1Length,Otolith1Width,Otolith1Photo,PatsLength,Ratio1,Otolith1Rings,Otolith2Length,Otolith2Width,Otolith2Photo,Ratio2,Otolith2Rings,AblationSlide,AblationSlideColumn,AblationSlideRow,AblationCentralityScore,MeanOtolithLength,LarvalOtoliths.Comments,MeanDailyIncrements,LarvalOtoliths.CreatedDate,OLEstimateAge,Larva Collection.ID,Set Date,Net,Set Time,Set Flow Rotor Count,Set 30 Seconds Count,Set Rotor Delta,Water Temperature on Set,Water Temperature on Pull,Pull Time,Pull Flow Rotor Count,Pull 30 sec Rotor Count,Pull Rotor Delta,Larva Collection.Comments,Examined,Larvae Found,Cod Confirmed,Larvae Comments,Weather,cSettime,cPulltime,Soak Time,Pull Date,Larva Collection.Source,Depth (m),Total Rotor Delta,Delta per Hour,Average set and pull 30 sec delta,Av rotor if over whole soak time,Maccullochella larvae,Perca larvae,Cyprinus larvae,Other species,Location,SoakHours,OrigTotalRotor,YearOnly,Day of Year,Larva Collection.CreatedDate,SiteName,ACFlowAndWQ.ID,Datetime,ACFlowAndWQ.Station,DischargeMean,WaterTempMean,pH Instantaneous,TurbidityMean,DOInstantaneous,Sites.ID,RiverName,RiverSystemPart,Segment,Site Name,Latitude,Longitude,GPS Coordinates,new Latitude,new Longitude,X,Y,Elevation (m) from DEM,Distance from source (m),Distance to Angle Crossing (m),Distance_old,Sites.Source,AKA,Type,Slope,Width,Depth,Description,Fishing Access,Seg,Field0,ageOL,hatchDoY,incubTime,spawnDoY,Genetics.PlateID,Genetics.Row,Genetics.Column,raceCladeName,raceCladeNumber,CladeName,cladeNumber,cladeGoTName,Genetics.NestID,NestGoTName,Sibling,SiblingIDs,Genetics.Comments,Genetics.CreatedDate,nestMother
L20121120-140,140,559,A7,,C:\DBImages\Larva\140.jpg,11.55,11.97966,,Alan Couch,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2012A,A,7.00,,140,2,280,220,C:\DBImages\O1\O1_0140.jpg,285,1.27,8,260,210,C:\DBImages\O2\O2B_0034.jpg,1.24,6,B,7,D,4,270,,7,02-Dec-13,16.01,559,20-Nov-12,Eel net,00-Jan-00,,,,21.50,,00-Jan-00,,,,,FALSE,FALSE,FALSE,,Sunny,20/11/2012 16:08,21/11/2012 9:43,17:35,21-Nov-12,Datasheet,1,,,,,4,,,,Lanyon,17.58333333,,2012,325,,Lanyon,1214,20-Nov-12,Angle Crossing,377.904,19.008,8.152,7.067,93.06,2,Murrumbidgee,,,Lanyon,-35.477983,149.064017,"S35°28’40.74”, E149°03’50.46”",-35.47801163,149.0639663,687251.8273,6071990.275,580,231166.7,13980.3,14236,M2G Project Information Document,Jeggerline,Sample,0.08,63,3.5,"Low gradient, 
open valley",7,14,Angle Crossing,16.0058913,308.9941087,7.991664,301.0024447,,,,,,,,,,,,,,,
L20121120-141,141,559,A8,,C:\DBImages\Larva\141.jpg,12.395,12.856094,,Alan Couch,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2012A,A,8.00,,141,2,380,280,C:\DBImages\O1\O1_0141.jpg,390,1.36,8,370,260,C:\DBImages\O2\O2B_0035.jpg,1.42,8,B,8,D,4,375,,8,02-Dec-13,22.22,559,20-Nov-12,Eel net,00-Jan-00,,,,21.50,,00-Jan-00,,,,,FALSE,FALSE,FALSE,,Sunny,20/11/2012 16:08,21/11/2012 9:43,17:35,21-Nov-12,Datasheet,1,,,,,4,,,,Lanyon,17.58333333,,2012,325,,Lanyon,1214,20-Nov-12,Angle Crossing,377.904,19.008,8.152,7.067,93.06,2,Murrumbidgee,,,Lanyon,-35.477983,149.064017,"S35°28’40.74”, E149°03’50.46”",-35.47801163,149.0639663,687251.8273,6071990.275,580,231166.7,13980.3,14236,M2G Project Information Document,Jeggerline,Sample,0.08,63,3.5,"Low gradient, 
open valley",7,14,Angle Crossing,22.2175233,302.7824767,7.991664,294.7908127,,,,,,,,,,,,,,,
L20121120-142,142,559,A9,,C:\DBImages\Larva\142.jpg,9.397,9.7465684,,Alan Couch,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2012A,A,9.00,,142,2,260,200,C:\DBImages\O1\O1_0142.jpg,580,1.30,,265,195,C:\DBImages\O2\O2B_0036.jpg,1.36,6,B,9,D,5,262.5,,,02-Dec-13,15.56,559,20-Nov-12,Eel net,00-Jan-00,,,,21.50,,00-Jan-00,,,,,FALSE,FALSE,FALSE,,Sunny,20/11/2012 16:08,21/11/2012 9:43,17:35,21-Nov-12,Datasheet,1,,,,,4,,,,Lanyon,17.58333333,,2012,325,,Lanyon,1214,20-Nov-12,Angle Crossing,377.904,19.008,8.152,7.067,93.06,2,Murrumbidgee,,,Lanyon,-35.477983,149.064017,"S35°28’40.74”, E149°03’50.46”",-35.47801163,149.0639663,687251.8273,6071990.275,580,231166.7,13980.3,14236,M2G Project Information Document,Jeggerline,Sample,0.08,63,3.5,"Low gradient, 
open valley",7,14,Angle Crossing,15.5622033,309.4377967,7.991664,301.4461327,,,,,,,,,,,,,,,
T20121119-143,143,561,A10,,C:\DBImages\Larva\143.jpg,10.975,11.38327,,Alan Couch,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2012A,A,10.00,,143,2,250,190,C:\DBImages\O1\O1_0143.jpg,520,1.32,,250,185,C:\DBImages\O2\O2B_0037.jpg,1.35,,B,10,D,5,250,,,02-Dec-13,14.82,561,19-Nov-12,Drift net 8,00-Jan-00,359199,359815,616,18.50,,00-Jan-00,548212,548329,117,,FALSE,FALSE,FALSE,,Overcast,19/11/2012 16:28,20/11/2012 10:35,18:07,20-Nov-12,Datasheet,0.7,189130,10507.22222,366.5,796771,4,,,,Tharwa Sandwash,18.11666667,189130,2012,324,,Tharwa Sandwash,1213,19-Nov-12,Angle Crossing,387.179,18.442,8.208,13.191,90.942,1,Murrumbidgee,,,Tharwa Sandwash,-35.525461,149.076692,"S35°31'31.66"", E149°04'36.09""",-35.527096,149.07622,688249.0455,6066518.972,570.7,226516.4,8343.7,8413,M2G Project Information Document,Tharwa,Sample,0.08,33,3.5,"Low gradient, confined valley with floodplain pockets",1,8,Angle Crossing,14.8227233,309.1772767,8.369186,300.8080907,,,,,,,,,,,,,,,
T20121119-144,144,561,A11,,C:\DBImages\Larva\144.jpg,11.005,11.414386,,Alan Couch,head was decomposed. No otoliths found in the head!,,,,,,Wild caught Murrumbidgee,02-Dec-13,2012A,A,11.00,,144,0,,,C:\DBImages\O1\NoImage.jpg,,,,,,C:\DBImages\O2\NoImage.jpg,,,-,,,,,head was decomposed,,02-Dec-13,,561,19-Nov-12,Drift net 8,00-Jan-00,359199,359815,616,18.50,,00-Jan-00,548212,548329,117,,FALSE,FALSE,FALSE,,Overcast,19/11/2012 16:28,20/11/2012 10:35,18:07,20-Nov-12,Datasheet,0.7,189130,10507.22222,366.5,796771,4,,,,Tharwa Sandwash,18.11666667,189130,2012,324,,Tharwa Sandwash,1213,19-Nov-12,Angle Crossing,387.179,18.442,8.208,13.191,90.942,1,Murrumbidgee,,,Tharwa Sandwash,-35.525461,149.076692,"S35°31'31.66"", E149°04'36.09""",-35.527096,149.07622,688249.0455,6066518.972,570.7,226516.4,8343.7,8413,M2G Project Information Document,Tharwa,Sample,0.08,33,3.5,"Low gradient, confined valley with floodplain pockets",1,8,Angle Crossing,,,8.369186,,,,,,,,,,,,,,,,
T20121119-145,145,561,A12,,C:\DBImages\Larva\145.jpg,11.308,11.7286576,,Alan Couch,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2012A,A,12.00,,145,2,260,190,C:\DBImages\O1\O1_0145.jpg,560,1.37,,260,200,C:\DBImages\O2\O2C_0001.jpg,1.30,,C,1,A,5,260,,,02-Dec-13,15.41,561,19-Nov-12,Drift net 8,00-Jan-00,359199,359815,616,18.50,,00-Jan-00,548212,548329,117,,FALSE,FALSE,FALSE,,Overcast,19/11/2012 16:28,20/11/2012 10:35,18:07,20-Nov-12,Datasheet,0.7,189130,10507.22222,366.5,796771,4,,,,Tharwa Sandwash,18.11666667,189130,2012,324,,Tharwa Sandwash,1213,19-Nov-12,Angle Crossing,387.179,18.442,8.208,13.191,90.942,1,Murrumbidgee,,,Tharwa Sandwash,-35.525461,149.076692,"S35°31'31.66"", E149°04'36.09""",-35.527096,149.07622,688249.0455,6066518.972,570.7,226516.4,8343.7,8413,M2G Project Information Document,Tharwa,Sample,0.08,33,3.5,"Low gradient, confined valley with floodplain pockets",1,8,Angle Crossing,15.4143073,308.5856927,8.369186,300.2165067,,,,,,,,,,,,,,,
T20121119-146,146,561,B12,,C:\DBImages\Larva\146.jpg,11.14,11.554408,,Alan Couch,1 otolith jumped of the slide,,,,,,Wild caught Murrumbidgee,02-Dec-13,2012A,B,12.00,,146,1,250,190,C:\DBImages\O1\O1_0146.jpg,500,1.32,,260,,C:\DBImages\O2\O2C_0002.jpg,,,C,2,A,,255,An otolith (#2) jumped of the slide,,02-Dec-13,15.12,561,19-Nov-12,Drift net 8,00-Jan-00,359199,359815,616,18.50,,00-Jan-00,548212,548329,117,,FALSE,FALSE,FALSE,,Overcast,19/11/2012 16:28,20/11/2012 10:35,18:07,20-Nov-12,Datasheet,0.7,189130,10507.22222,366.5,796771,4,,,,Tharwa Sandwash,18.11666667,189130,2012,324,,Tharwa Sandwash,1213,19-Nov-12,Angle Crossing,387.179,18.442,8.208,13.191,90.942,1,Murrumbidgee,,,Tharwa Sandwash,-35.525461,149.076692,"S35°31'31.66"", E149°04'36.09""",-35.527096,149.07622,688249.0455,6066518.972,570.7,226516.4,8343.7,8413,M2G Project Information Document,Tharwa,Sample,0.08,33,3.5,"Low gradient, confined valley with floodplain pockets",1,8,Angle Crossing,15.1185153,308.8814847,8.369186,300.5122987,,,,,,,,,,,,,,,
N20121115-147,147,564,B11,,C:\DBImages\Larva\147.jpg,9.1,9.43852,,Alan Couch,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2012A,B,11.00,,147,2,230,180,C:\DBImages\O1\O1_0147.jpg,400,1.28,,230,175,C:\DBImages\O2\O2C_0003.jpg,1.31,,C,3,A,5,230,,,02-Dec-13,13.64,564,15-Nov-12,Drift net 8,00-Jan-00,207722,208285,563,21.50,20.20,00-Jan-00,359035,359041,6,,FALSE,FALSE,FALSE,,Overcast,15/11/2012 16:05,16/11/2012 9:40,17:35,16-Nov-12,Datasheet,1.1,151319,8901.117647,284.5,600295,3,,,,Nerreman,17.58333333,151319,2012,320,,Nerreman,1209,15-Nov-12,Angle Crossing,508.753,21.16,8.222,16.343,95.282,6,Murrumbidgee,,,Nerreman,-35.295825,148.965108,"S35°17’44.97”, E148°57’54.39”",-35.29589122,148.9650657,678679.3421,6092379.365,512,229415.0,46228.8,47425,M2G Project Information Document,Topfer,Sample,0.19,32,2.5,"Low gradient, confined valley with floodplain pockets",5,46,Angle Crossing,13.6395553,306.3604447,6.55628,299.8041647,,,,,,,,,,,,,,,
N20121115-148,148,564,B10,,C:\DBImages\Larva\148.jpg,10.29,10.672788,,Alan Couch,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2012A,B,10.00,,148,2,270,220,C:\DBImages\O1\O1_0148.jpg,280,1.23,,290,215,C:\DBImages\O2\O2C_0004.jpg,1.35,3,C,4,A,4.5,280,Was this photographed on wrong power? Check with size. Yes. Correct photo.,,02-Dec-13,16.60,564,15-Nov-12,Drift net 8,00-Jan-00,207722,208285,563,21.50,20.20,00-Jan-00,359035,359041,6,,FALSE,FALSE,FALSE,,Overcast,15/11/2012 16:05,16/11/2012 9:40,17:35,16-Nov-12,Datasheet,1.1,151319,8901.117647,284.5,600295,3,,,,Nerreman,17.58333333,151319,2012,320,,Nerreman,1209,15-Nov-12,Angle Crossing,508.753,21.16,8.222,16.343,95.282,6,Murrumbidgee,,,Nerreman,-35.295825,148.965108,"S35°17’44.97”, E148°57’54.39”",-35.29589122,148.9650657,678679.3421,6092379.365,512,229415.0,46228.8,47425,M2G Project Information Document,Topfer,Sample,0.19,32,2.5,"Low gradient, confined valley with floodplain pockets",5,46,Angle Crossing,16.5974753,303.4025247,6.55628,296.8462447,,,,,,,,,,,,,,,
N20121115-149,149,564,B9,,C:\DBImages\Larva\149.jpg,9.905,10.273466,,Alan Couch,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2012A,B,9.00,,149,2,200,190,C:\DBImages\O1\O1_0149.jpg,230,1.05,,220,170,C:\DBImages\O2\O2C_0005.jpg,1.29,4,C,5,A,4,210,,,02-Dec-13,12.46,564,15-Nov-12,Drift net 8,00-Jan-00,207722,208285,563,21.50,20.20,00-Jan-00,359035,359041,6,,FALSE,FALSE,FALSE,,Overcast,15/11/2012 16:05,16/11/2012 9:40,17:35,16-Nov-12,Datasheet,1.1,151319,8901.117647,284.5,600295,3,,,,Nerreman,17.58333333,151319,2012,320,,Nerreman,1209,15-Nov-12,Angle Crossing,508.753,21.16,8.222,16.343,95.282,6,Murrumbidgee,,,Nerreman,-35.295825,148.965108,"S35°17’44.97”, E148°57’54.39”",-35.29589122,148.9650657,678679.3421,6092379.365,512,229415.0,46228.8,47425,M2G Project Information Document,Topfer,Sample,0.19,32,2.5,"Low gradient, confined valley with floodplain pockets",5,46,Angle Crossing,12.4563873,307.5436127,6.55628,300.9873327,,,,,,,,,,,,,,,
N20121115-150,150,563,B8,,C:\DBImages\Larva\150.jpg,10.955,11.362526,,Alan Couch,"cut both big otoliths, on single slide: one small otolith and piece of big one, on multi slide: 2 pieces of one big otolith",,,,,,Wild caught Murrumbidgee,02-Dec-13,2012A,B,8.00,,150,1,230,210,C:\DBImages\O1\NoImage.jpg,,1.10,,,,C:\DBImages\O2\O2C_0005a.jpg,,,C,6,A,3.5,230,"cut both big otoliths, on single slide: one small otolith and piece of big one, on multi slide: 2 pieces of one big otolith (remeasured 6/8/14)",,02-Dec-13,13.64,563,15-Nov-12,Drift net 4,00-Jan-00,132410,133261,851,21.50,20.20,00-Jan-00,364767,364851,84,check date,FALSE,FALSE,FALSE,,Overcast,15/11/2012 16:00,16/11/2012 9:43,17:43,16-Nov-12,Datasheet,1.1,232441,13673,467.5,993905,1,,,,Nerreman,17.71666667,232441,2012,320,,Nerreman,1209,15-Nov-12,Angle Crossing,508.753,21.16,8.222,16.343,95.282,6,Murrumbidgee,,,Nerreman,-35.295825,148.965108,"S35°17’44.97”, E148°57’54.39”",-35.29589122,148.9650657,678679.3421,6092379.365,512,229415.0,46228.8,47425,M2G Project Information Document,Topfer,Sample,0.19,32,2.5,"Low gradient, confined valley with floodplain pockets",5,46,Angle Crossing,13.6395553,306.3604447,6.55628,299.8041647,,,,,,,,,,,,,,,
B20121113-151,151,567,B7,,C:\DBImages\Larva\151.jpg,11.492,11.9195024,,Alan Couch,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2012A,B,7.00,,151,2,260,210,C:\DBImages\O1\O1_0151.jpg,270,1.24,,260,195,C:\DBImages\O2\O2C_0006.jpg,1.33,,C,7,A,4,260,,,02-Dec-13,15.41,567,13-Nov-12,Drift net 8,00-Jan-00,123841,124580,739,22.10,19.70,00-Jan-00,207595,207641,46,,FALSE,FALSE,FALSE,,Sunny,13/11/2012 16:50,14/11/2012 9:53,17:03,14-Nov-12,Datasheet,1.3,83800,4929.411765,392.5,803055,2,,,,Bullen Range,17.05,83800,2012,318,,Bullen Range,1207,13-Nov-12,Angle Crossing,640.71,20.069,7.962,15.063,96.3,5,Murrumbidgee,,,Bullen Range,-35.376278,148.985667,"S35°22’34.60”, E148°59’08.40”",-35.374501,148.984091,680234.8128,6083617.837,527.4,231917.4,34906.3,35414,M2G Project Information Document,Fairvale,Sample,0.27,65,5,"Low gradient, confined valley with floodplain pockets",8,35,Angle Crossing,15.4143073,302.5856927,7.283977,295.3017157,,,,,,,,,,,,,,,
B20121113-152,152,567,B6,,C:\DBImages\Larva\152.jpg,11.994,12.4401768,,Alan Couch,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2012A,B,6.00,,152,2,280,210,C:\DBImages\O1\O1_0152.jpg,280,1.33,9,270,215,C:\DBImages\O2\O2C_0007.jpg,1.26,6,C,8,A,4,275,,7.5,02-Dec-13,16.30,567,13-Nov-12,Drift net 8,00-Jan-00,123841,124580,739,22.10,19.70,00-Jan-00,207595,207641,46,,FALSE,FALSE,FALSE,,Sunny,13/11/2012 16:50,14/11/2012 9:53,17:03,14-Nov-12,Datasheet,1.3,83800,4929.411765,392.5,803055,2,,,,Bullen Range,17.05,83800,2012,318,,Bullen Range,1207,13-Nov-12,Angle Crossing,640.71,20.069,7.962,15.063,96.3,5,Murrumbidgee,,,Bullen Range,-35.376278,148.985667,"S35°22’34.60”, E148°59’08.40”",-35.374501,148.984091,680234.8128,6083617.837,527.4,231917.4,34906.3,35414,M2G Project Information Document,Fairvale,Sample,0.27,65,5,"Low gradient, confined valley with floodplain pockets",8,35,Angle Crossing,16.3016833,301.6983167,7.283977,294.4143397,,,,,,,,,,,,,,,
B20121113-153,153,568,B5,,C:\DBImages\Larva\153.jpg,11.155,11.569966,,Alan Couch,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2012A,B,5.00,,153,2,245,200,C:\DBImages\O1\O1_0153.jpg,260,1.23,,240,175,C:\DBImages\O2\O2C_0008.jpg,1.37,5,C,9,A,5,242.5,,,02-Dec-13,14.38,568,13-Nov-12,Eel net,00-Jan-00,,,,22.10,19.70,00-Jan-00,,,,"One side let go of the rope, reduced the wingspan from 6m to approx 5m",FALSE,FALSE,FALSE,,Sunny,13/11/2012 16:30,14/11/2012 9:45,17:15,14-Nov-12,Datasheet,1.3,,,,,7,,,,Bullen Range,17.25,,2012,318,,Bullen Range,1207,13-Nov-12,Angle Crossing,640.71,20.069,7.962,15.063,96.3,5,Murrumbidgee,,,Bullen Range,-35.376278,148.985667,"S35°22’34.60”, E148°59’08.40”",-35.374501,148.984091,680234.8128,6083617.837,527.4,231917.4,34906.3,35414,M2G Project Information Document,Fairvale,Sample,0.27,65,5,"Low gradient, confined valley with floodplain pockets",8,35,Angle Crossing,14.3790353,303.6209647,7.283977,296.3369877,,,,,,,,,,,,,,,
B20121113-154,154,568,B4,,C:\DBImages\Larva\154.jpg,11.209,11.6259748,,Alan Couch,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2012A,B,4.00,,154,2,250,210,C:\DBImages\O1\O1_0154.jpg,250,1.19,,250,195,C:\DBImages\O2\O2C_0009.jpg,1.28,3,C,10,A,5,250,,,02-Dec-13,14.82,568,13-Nov-12,Eel net,00-Jan-00,,,,22.10,19.70,00-Jan-00,,,,"One side let go of the rope, reduced the wingspan from 6m to approx 5m",FALSE,FALSE,FALSE,,Sunny,13/11/2012 16:30,14/11/2012 9:45,17:15,14-Nov-12,Datasheet,1.3,,,,,7,,,,Bullen Range,17.25,,2012,318,,Bullen Range,1207,13-Nov-12,Angle Crossing,640.71,20.069,7.962,15.063,96.3,5,Murrumbidgee,,,Bullen Range,-35.376278,148.985667,"S35°22’34.60”, E148°59’08.40”",-35.374501,148.984091,680234.8128,6083617.837,527.4,231917.4,34906.3,35414,M2G Project Information Document,Fairvale,Sample,0.27,65,5,"Low gradient, confined valley with floodplain pockets",8,35,Angle Crossing,14.8227233,303.1772767,7.283977,295.8932997,,,,,,,,,,,,,,,
B20121113-155,155,568,B3,,C:\DBImages\Larva\155.jpg,10.444,10.8325168,,Alan Couch,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2012A,B,3.00,,155,2,260,200,C:\DBImages\O1\O1_0155.jpg,270,1.30,,260,185,C:\DBImages\O2\O2C_0010.jpg,1.41,,C,11,A,3,260,,,02-Dec-13,15.41,568,13-Nov-12,Eel net,00-Jan-00,,,,22.10,19.70,00-Jan-00,,,,"One side let go of the rope, reduced the wingspan from 6m to approx 5m",FALSE,FALSE,FALSE,,Sunny,13/11/2012 16:30,14/11/2012 9:45,17:15,14-Nov-12,Datasheet,1.3,,,,,7,,,,Bullen Range,17.25,,2012,318,,Bullen Range,1207,13-Nov-12,Angle Crossing,640.71,20.069,7.962,15.063,96.3,5,Murrumbidgee,,,Bullen Range,-35.376278,148.985667,"S35°22’34.60”, E148°59’08.40”",-35.374501,148.984091,680234.8128,6083617.837,527.4,231917.4,34906.3,35414,M2G Project Information Document,Fairvale,Sample,0.27,65,5,"Low gradient, confined valley with floodplain pockets",8,35,Angle Crossing,15.4143073,302.5856927,7.283977,295.3017157,,,,,,,,,,,,,,,
B20121113-156,156,568,B2,,C:\DBImages\Larva\156.jpg,11.081,11.4932132,,Alan Couch,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2012A,B,2.00,,156,2,190,170,C:\DBImages\O1\O1_0156.jpg,220,1.12,,200,160,C:\DBImages\O2\O2C_0011.jpg,1.25,,C,12,A,3.5,195,,,02-Dec-13,11.57,568,13-Nov-12,Eel net,00-Jan-00,,,,22.10,19.70,00-Jan-00,,,,"One side let go of the rope, reduced the wingspan from 6m to approx 5m",FALSE,FALSE,FALSE,,Sunny,13/11/2012 16:30,14/11/2012 9:45,17:15,14-Nov-12,Datasheet,1.3,,,,,7,,,,Bullen Range,17.25,,2012,318,,Bullen Range,1207,13-Nov-12,Angle Crossing,640.71,20.069,7.962,15.063,96.3,5,Murrumbidgee,,,Bullen Range,-35.376278,148.985667,"S35°22’34.60”, E148°59’08.40”",-35.374501,148.984091,680234.8128,6083617.837,527.4,231917.4,34906.3,35414,M2G Project Information Document,Fairvale,Sample,0.27,65,5,"Low gradient, confined valley with floodplain pockets",8,35,Angle Crossing,11.5690113,306.4309887,7.283977,299.1470117,,,,,,,,,,,,,,,
B20121113-157,157,568,B1,,C:\DBImages\Larva\157.jpg,10.692,11.0897424,,Alan Couch,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2012A,B,1.00,,157,2,210,180,C:\DBImages\O1\O1_0157.jpg,230,1.17,,210,170,C:\DBImages\O2\O2C_0012.jpg,1.24,,C,1,B,4,210,,,02-Dec-13,12.46,568,13-Nov-12,Eel net,00-Jan-00,,,,22.10,19.70,00-Jan-00,,,,"One side let go of the rope, reduced the wingspan from 6m to approx 5m",FALSE,FALSE,FALSE,,Sunny,13/11/2012 16:30,14/11/2012 9:45,17:15,14-Nov-12,Datasheet,1.3,,,,,7,,,,Bullen Range,17.25,,2012,318,,Bullen Range,1207,13-Nov-12,Angle Crossing,640.71,20.069,7.962,15.063,96.3,5,Murrumbidgee,,,Bullen Range,-35.376278,148.985667,"S35°22’34.60”, E148°59’08.40”",-35.374501,148.984091,680234.8128,6083617.837,527.4,231917.4,34906.3,35414,M2G Project Information Document,Fairvale,Sample,0.27,65,5,"Low gradient, confined valley with floodplain pockets",8,35,Angle Crossing,12.4563873,305.5436127,7.283977,298.2596357,,,,,,,,,,,,,,,
B20121113-158,158,568,C1,,C:\DBImages\Larva\158.jpg,9.69,10.050468,,Alan Couch,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2012A,C,1.00,,158,2,260,190,C:\DBImages\O1\O1_0158.jpg,250,1.37,,240,190,C:\DBImages\O2\O2C_0013.jpg,1.26,4,C,2,B,5,250,,,02-Dec-13,14.82,568,13-Nov-12,Eel net,00-Jan-00,,,,22.10,19.70,00-Jan-00,,,,"One side let go of the rope, reduced the wingspan from 6m to approx 5m",FALSE,FALSE,FALSE,,Sunny,13/11/2012 16:30,14/11/2012 9:45,17:15,14-Nov-12,Datasheet,1.3,,,,,7,,,,Bullen Range,17.25,,2012,318,,Bullen Range,1207,13-Nov-12,Angle Crossing,640.71,20.069,7.962,15.063,96.3,5,Murrumbidgee,,,Bullen Range,-35.376278,148.985667,"S35°22’34.60”, E148°59’08.40”",-35.374501,148.984091,680234.8128,6083617.837,527.4,231917.4,34906.3,35414,M2G Project Information Document,Fairvale,Sample,0.27,65,5,"Low gradient, confined valley with floodplain pockets",8,35,Angle Crossing,14.8227233,303.1772767,7.283977,295.8932997,,,,,,,,,,,,,,,
B20121113-159,159,568,C2,,C:\DBImages\Larva\159.jpg,9.179,9.5204588,,Alan Couch,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2012A,C,2.00,,159,2,200,130,C:\DBImages\O1\O1_0159.jpg,190,1.54,,190,165,C:\DBImages\O2\O2C_0014.jpg,1.15,3,C,3,B,5,195,,,02-Dec-13,11.57,568,13-Nov-12,Eel net,00-Jan-00,,,,22.10,19.70,00-Jan-00,,,,"One side let go of the rope, reduced the wingspan from 6m to approx 5m",FALSE,FALSE,FALSE,,Sunny,13/11/2012 16:30,14/11/2012 9:45,17:15,14-Nov-12,Datasheet,1.3,,,,,7,,,,Bullen Range,17.25,,2012,318,,Bullen Range,1207,13-Nov-12,Angle Crossing,640.71,20.069,7.962,15.063,96.3,5,Murrumbidgee,,,Bullen Range,-35.376278,148.985667,"S35°22’34.60”, E148°59’08.40”",-35.374501,148.984091,680234.8128,6083617.837,527.4,231917.4,34906.3,35414,M2G Project Information Document,Fairvale,Sample,0.27,65,5,"Low gradient, confined valley with floodplain pockets",8,35,Angle Crossing,11.5690113,306.4309887,7.283977,299.1470117,,,,,,,,,,,,,,,
N20121115-160,160,565,C3,,C:\DBImages\Larva\160.jpg,10.776,11.1768672,,Alan Couch,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2012A,C,3.00,,160,2,280,210,C:\DBImages\O1\O1_0160.jpg,250,1.33,,270,185,C:\DBImages\O2\O2C_0015.jpg,1.46,3,C,4,B,5,275,,,02-Dec-13,16.30,565,15-Nov-12,Eel net,00-Jan-00,,,,21.50,20.20,00-Jan-00,,,,High flow - bottom lifted,FALSE,FALSE,FALSE,,Overcast,15/11/2012 15:50,16/11/2012 9:53,18:03,16-Nov-12,Datasheet,1,,,,,16,,,,Nerreman,18.05,,2012,320,,Nerreman,1209,15-Nov-12,Angle Crossing,508.753,21.16,8.222,16.343,95.282,6,Murrumbidgee,,,Nerreman,-35.295825,148.965108,"S35°17’44.97”, E148°57’54.39”",-35.29589122,148.9650657,678679.3421,6092379.365,512,229415.0,46228.8,47425,M2G Project Information Document,Topfer,Sample,0.19,32,2.5,"Low gradient, confined valley with floodplain pockets",5,46,Angle Crossing,16.3016833,303.6983167,6.55628,297.1420367,,,,,,,,,,,,,,,
N20121115-161,161,565,C4,,C:\DBImages\Larva\161.jpg,10.202,10.5815144,,Alan Couch,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2012A,C,4.00,,161,2,280,230,C:\DBImages\O1\O1_0161.jpg,300,1.22,,270,200,C:\DBImages\O2\O2C_0016.jpg,1.35,4,C,5,B,5,275,,,02-Dec-13,16.30,565,15-Nov-12,Eel net,00-Jan-00,,,,21.50,20.20,00-Jan-00,,,,High flow - bottom lifted,FALSE,FALSE,FALSE,,Overcast,15/11/2012 15:50,16/11/2012 9:53,18:03,16-Nov-12,Datasheet,1,,,,,16,,,,Nerreman,18.05,,2012,320,,Nerreman,1209,15-Nov-12,Angle Crossing,508.753,21.16,8.222,16.343,95.282,6,Murrumbidgee,,,Nerreman,-35.295825,148.965108,"S35°17’44.97”, E148°57’54.39”",-35.29589122,148.9650657,678679.3421,6092379.365,512,229415.0,46228.8,47425,M2G Project Information Document,Topfer,Sample,0.19,32,2.5,"Low gradient, confined valley with floodplain pockets",5,46,Angle Crossing,16.3016833,303.6983167,6.55628,297.1420367,,,,,,,,,,,,,,,
